Title,Genre
鬼滅の刃 13 [Kimetsu no Yaiba 13],Manga
The Last Heir to Blackwood Library,"Paranormal,Horror"
The Lost Whale,Childrens
Matilda,Childrens
The Bletchley Women,History
Flux,LGBT
Inne i spegelsalen,"Graphic Novels,Comics"
"Night&#39;s Edge (Night&#39;s Edge, #1)","Fantasy,Paranormal,Horror,LGBT"
Ruffles and the New Green Thing,"Childrens,Humor"
Closer to Nowhere,Poetry
The Broken Hearts Club,"Contemporary,Young Adult"
At the Speed of Lies,Young Adult
Desiring God: Meditations of a Christian Hedonist,Christian
Pillow Thoughts (Pillow Thoughts #1),Poetry
Business adventures,Business
"The Deal (Off-Campus, #1)","Sports,Romance"
The Quiet Tenant,"Fiction,Crime,Thriller,Horror"
The Clifftop Murders (Dorset Crime #2),LGBT
"Moon Called (Mercy Thompson, #1)",Paranormal
Outcast (The Grey Gates #1),"Fantasy,Paranormal,Science Fiction"
"Living Dead in Dallas (Sookie Stackhouse, #2)",Paranormal
"Finding Perfect (Hopeless, #2.6)",Chick Lit
More Mediterranean: 225+ New Plant-Forward Recipes Endless Inspiration for Eating Well,Cookbooks
When the Angels Left the Old Country,Religion
Love at First Psych,"Humor,Chick Lit"
"A Soul of Ash and Blood (Blood and Ash, #5)",Fantasy
The Magnificent Lives of Marjorie Post,"History,Chick Lit"
Ask for Andrea,"Paranormal,Horror"
Surviving Savannah,History
"Bad Liar (Broussard and Fourcade, #3)",Suspense
"The Gentleman's Guide to Vice and Virtue (Montague Siblings, #1)","LGBT,Historical Fiction"
"Happy: A Song of Joy and Thanks for Little Ones, based on Psalm 92.",Childrens
"Shopaholic & Baby (Shopaholic, #5)",Chick Lit
Atlas of the Heart: Mapping Meaningful Connection and the Language of Human Experience,"Psychology,Science,Self Help"
Recursion,Science Fiction
僕のヒーローアカデミア チームアップミッション 5 [Boku no Hero Academia: Team Up Mission 5],Manga
"Love &amp; Olives (Love &amp; Gelato, #3)",Travel
The Highland Fling,"Travel,Humor"
Artisan Bread in Five Minutes a Day: The Discovery That Revolutionizes Home Baking,Cookbooks
The First Bright Thing,"Fantasy,LGBT,Fiction,Historical Fiction"
To Die For,"Mystery,Suspense,Contemporary,Fiction,Crime,Thriller"
If We&#39;re Being Honest,"LGBT,Humor"
Sense and Sensibility,Classics
鬼滅の刃 20 [Kimetsu no Yaiba 20],"Manga,Graphic Novels"
"Lonely Heart (Scarlet Luck, #1)",Music
Cobalt Red: How the Blood of the Congo Powers Our Lives,"Business,Science"
"Really Good, Actually","LGBT,Chick Lit,Contemporary,Romance,Humor"
The Bigamist,Thriller
Rowley Jefferson’s Awesome Friendly Spooky Stories (Awesome Friendly Kid Book 3),Childrens
All Good People Here,"Thriller,Mystery"
How Far the Light Reaches: A Life in Ten Sea Creatures,Science
Animal Farm,"Fiction,Classics"
The Lean Startup,Business
So That Happened,Humor
The Goddess of Magic (Elementals Academy #4),Young Adult
The Prince and the Dressmaker,"LGBT,Graphic Novels"
"Vegan with a Vengeance : Over 150 Delicious, Cheap, Animal-Free Recipes That Rock",Cookbooks
All the Living and the Dead,Science
Coraline,"Horror,Childrens"
"Ninth House (Alex Stern, #1)","Paranormal,Horror"
It. Goes. So. Fast.: The Year of No Do-Overs,"Memoir,Self Help"
Manual para damas afortunadas,"Romance,Historical Fiction"
Knight Owl (Caldecott Honor Book),Childrens
Lei and the Fire Goddess,Childrens
Lowbridge,Crime
"Dear Henry, Love Edith",Christian
I&#39;d Rather Burn Than Bloom,"Contemporary,Young Adult"
Soundtracks: The Surprising Solution to Overthinking,Business
"Curvy Girls Can&#39;t Date Billionaires (The Curvy Girls Club, #2)",Young Adult
"Beautiful World, Where Are You","Contemporary,Romance"
An Emotion of Great Delight,Religion
"A Serial Killer&#39;s Daughter: My Story of Faith, Love, and Overcoming",Religion
The Umbrella Maker&#39;s Son,"Childrens,Young Adult"
Shoe Dog: A Memoir by the Creator of Nike,"Business,Biography"
The Little Village of Book Lovers,"Fantasy,Romance,Historical Fiction,Chick Lit"
Bag of Bones,Horror
Burntcoat,Art
The 4-Hour Workweek,"Business,Self Help"
The Lock Up (DCI Boyd #8),Mystery
Gordon Ramsay Quick and Delicious: 100 Recipes to Cook in 30 Minutes or Less,Cookbooks
Portals,Science Fiction
"Annihilation (Southern Reach, #1)",Science Fiction
"The Nanny Diaries (Nanny, #1)",Chick Lit
The Light on Farallon Island,Historical Fiction
Portrait of a Thief,Art
Madame Bovary,Classics
Nineteen Claws and a Black Bird,Horror
Shuggie Bain,"LGBT,Historical Fiction"
The Redhead of Auschwitz: A True Story,"History,Religion,Nonfiction"
Wedding Night,Chick Lit
Murder at the Front,Historical Fiction
"American Gods (American Gods, #1)",Fantasy
"Anatomy: A Love Story (The Anatomy Duology, #1)",Horror
Death by Black Hole: And Other Cosmic Quandaries,Science
The Unsinkable Greta James,"Music,Travel"
The Girls on Chalk Hill (Detective Lexi Bennett #1),Crime
Morbidly Yours,Contemporary
AI 2041: Ten Visions for Our Future,Business
"Less Is Lost (Arthur Less, #2)",Travel
This Tender Land,Historical Fiction
The Bookshop by the Bay,Chick Lit
Big Shot (Diary of a Wimpy Kid #16),"Sports,Humor,Childrens,Graphic Novels"
"‎Magical Midlife Alliance (Leveling Up, #7)","Fantasy,Paranormal,Humor"
"Moral Stand (Aether&#39;s Revival, #7)",Fantasy
No Matter the Wreckage: Poems,Poetry
American Predator: The Hunt for the Most Meticulous Serial Killer of the 21st Century,"History,Nonfiction"
Quiet: The Power of Introverts in a World That Can't Stop Talking,"Psychology,Nonfiction,Self Help"
The Oh She Glows Cookbook: Over 100 Vegan Recipes to Glow from the Inside Out,Cookbooks
"Blood Stain, Volume 4","Humor,Graphic Novels,Comics"
Time Is a Mother,"Poetry,LGBT"
"Equal Rites (Discworld, #3; Witches, #1)",Humor
"Transmission (The Invasion Chronicles, #1)",Childrens
圕の大魔術師 7 [Toshokan no Daimajutsushi 7],Manga
From Lukov with Love,"Sports,Romance"
Make Your Bed: Little Things That Can Change Your Life...And Maybe the World,Self Help
"Book of Night (Book of Night, #1)",Paranormal
The Husband Game (Relationship Goals #1),Sports
The Varieties of Religious Experience,Religion
"Wolf&#39;s Woman (Salem Pack, #3)",Paranormal
Calypso,"Memoir,Humor"
"Tiamat&#39;s Wrath (The Expanse, #8)",Science Fiction
Sunshine: A Graphic Novel,"Comics,Graphic Novels,Biography"
"Timid (Lark Cove, #2)",Chick Lit
"Attack on Titan, Vol. 1 (Attack on Titan, #1)",Manga
Mine to Take (Southern Weddings #5),"Sports,Contemporary,Romance"
Pete the Cat Goes Camping,Childrens
The Pioneer Woman Cooks: Food from My Frontier,Cookbooks
"The Shadow of the Wind (The Cemetery of Forgotten Books, #1)","Mystery,Historical Fiction"
Bonk: The Curious Coupling of Science and Sex,Science
"¡Ay, Mija!: My Bilingual Summer in Mexico","Comics,Biography"
The Travel Book: A Journey Through Every Country in the World,Travel
Radio Silence,"Contemporary,LGBT"
"The Cool Code (The Cool Code, 1)",Childrens
"A Favor for a Favor (All In, #2)",Sports
The Other Pandemic: How QAnon Contaminated the World,Nonfiction
Dreams of Secrets and Shadows (The Dreams Series: Witches and Warlocks Book 2),Paranormal
"The Housemaid (The Housemaid, #1)",Thriller
The Great Divorce,"Religion,Christian"
"Skip Beat!, Vol. 1",Manga
Same Time Next Summer,Romance
The Postcard,"History,Historical Fiction,Biography"
"One of Us Is Next (One of Us Is Lying, #2)","Crime,Mystery,Young Adult"
"Hatchet (Brian&#39;s Saga, #1)",Classics
Collapse: How Societies Choose to Fail or Succeed,History
Watching You,Thriller
"Freezing Order: A True Story of Money Laundering, Murder, and Surviving Vladimir Putin&#39;s Wrath","History,Business,Memoir"
"Angels & Demons (Robert Langdon, #1)","Thriller,Mystery,Suspense,Fiction,Crime,Religion"
The Dutch House,Historical Fiction
Made for You (Made For #2),Sports
The Second Life of Mirielle West,History
"The Dane of My Existence (A Bard&#39;s Rest Romance, #2)",Contemporary
"The Two Towers (The Lord of the Rings, #2)","Fantasy,Classics"
"A Dance with Dragons (A Song of Ice and Fire, #5)",Fantasy
The Smitten Kitchen Cookbook: Recipes and Wisdom from an Obsessive Home Cook,Cookbooks
How to Say I Do,Travel
Number One Is Walking: My Life in the Movies and Other Diversions,Graphic Novels
"Everything, Everything",Contemporary
And We Rise,Poetry
Evidence of Things Seen: True Crime in an Era of Reckoning,"Nonfiction,Mystery"
"Beartown (Beartown, #1)",Sports
The Strength In Our Scars,"Psychology,Self Help"
Play for Me,"Music,Sports,Contemporary"
Team of Rivals: The Political Genius of Abraham Lincoln,"History,Biography"
The Philosophy of Andy Warhol (From A to B and Back Again),Art
"The Sanatorium (Detective Elin Warner, #1)",Horror
"Night  (The Night Trilogy, #1)","History,Memoir,Nonfiction,Biography"
Stumbling on Happiness,Psychology
Fearless (Ben Koenig #1),Crime
The Book: On the Taboo Against Knowing Who You Are,Spirituality
The Second Murderer,"Mystery,Historical Fiction"
Ships of the Line (The Last Hunter #9),Science Fiction
The Practice of Groundedness: A Transformative Path to Success That Feeds—Not Crushes—Your Soul,"Business,Spirituality"
"The Resilience Project: Finding Happiness through Gratitude, Empathy and Mindfulness",Spirituality
"Killing Floor (Jack Reacher, #1)","Suspense,Crime,Thriller"
"Misfit (Prep, #1)",Sports
Fann Club: Batman Squad,"Childrens,Comics"
Unmissing,"Fiction,Crime,Thriller"
"Going Clear: Scientology, Hollywood, and the Prison of Belief",Religion
Something Close to Magic,Young Adult
"The Summer Girl (Avalon Bay, #3)","Fiction,Contemporary,Romance,Chick Lit"
The Lives of the Artists,Art
The Power of Regret: How Looking Backward Moves Us Forward,"Business,Science"
Accidental Attachment,"Humor,Travel,Chick Lit"
The Forest of Vanishing Stars,Historical Fiction
Laziness Does Not Exist,Philosophy
Warrior Blue,Art
The Secret Summer Promise,"Contemporary,LGBT,Young Adult"
The Westing Game,Mystery
The Galactic Zookeeper&#39;s Guide to Heists and Husbandry,"Science Fiction,Humor"
"わたしの幸せな結婚 3 [Watashi no Shiawase na Kekkon 3] (My Happy Marriage, #3)","Fantasy,Historical Fiction"
Holy Cow: An Indian Adventure,Travel
Flipping Forward Twisting Backward,Poetry
Eldstorm (Truut #9),Crime
"Death Note, Vol. 7: Zero (Death Note, #7)",Manga
Friend Zoned,Sports
"Ancient Remedies: Secrets to Healing with Herbs, Essential Oils, CBD, and the Most Powerful Natural Medicine in History",Cookbooks
A Book of Days,Poetry
"Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante, #1)","Contemporary,LGBT,Young Adult"
Don&#39;t Call It a Cult: The Shocking Story of Keith Raniere and the Women of NXIVM,Religion
Chłopki: Opowieść o naszych babkach,"History,Nonfiction"
1964: Eyes of the Storm,"Music,Biography,History,Memoir,Art"
Notes on a Nervous Planet,"Psychology,Philosophy,Nonfiction,Self Help"
No Exit,"Thriller,Horror"
"Long Shot (Hoops, #1)",Sports
I Want to Eat Your Pancreas,Manga
Crumbs,LGBT
"A Little Too Close (Madigan Mountain, #2)",Sports
Batman: The Killing Joke,"Graphic Novels,Comics"
Creativity: A Short and Cheerful Guide,"Business,Art"
"Fruits Basket, Vol. 1",Manga
Business or Pleasure,"Fiction,Contemporary,Romance"
"The Bomber Mafia: A Dream, a Temptation, and the Longest Night of the Second World War",History
Cosmos,Science
The House Witch 3,"Paranormal,Humor"
When We Cease to Understand the World,Philosophy
"Ouran High School Host Club, Vol. 2 (Ouran High School Host Club, #2)",Manga
Beyond the Wand: The Magic and Mayhem of Growing Up a Wizard,"Memoir,Nonfiction"
How to Catch a Dinosaur,Childrens
"A Thread of Violence: A Story of Truth, Invention, and Murder","History,Crime"
فاتتني صلاة,Spirituality
"The Ex I&#39;d Love to Hate (The Lasker Brothers, #3)",Chick Lit
Fraser (Minnesota Marshalls #1),Christian
"Mr. Wrong Number (Mr. Wrong Number, #1)","Fiction,Contemporary,Romance"
The Collected Poems of W.B. Yeats,Poetry
The Whittiers,Chick Lit
Seven Signs of Life: Stories from an Intensive Care Doctor,"Science,Biography"
Minka Lesk: The Last Whiteshield,Science Fiction
"Divergent (Divergent, #1)","Science Fiction,Young Adult"
"The Black Echo (Harry Bosch Universe, #1)",Crime
Rip it Up and Start Again,Music
"Career of Evil (Cormoran Strike, #3)",Crime
"Deadly Night (Ageless Mysteries, #1)",Young Adult
Needful Things,Horror
"Wanted (Legacy of Magic, #7)","Fantasy,Paranormal"
Paris: The Memoir,Memoir
"Oath of Loyalty (Mitch Rapp, #21)",Mystery
"Many Lives, Many Masters: The True Story of a Prominent Psychiatrist, His Young Patient, and the Past Life Therapy That Changed Both Their Lives",Spirituality
Almost Brown,"Memoir,Nonfiction,Biography"
"Lord Edgware Dies (Hercule Poirot, #9)",Classics
Dying of Politeness: A Memoir,Biography
The Windeby Puzzle,Childrens
Just Kids,"Music,Memoir,Art,Biography"
Cassandra in Reverse,"Fantasy,Romance"
Golden Hills,"Fiction,Contemporary,LGBT,Chick Lit"
An Abundance of Katherines,Contemporary
The Bookshop Murder (Flora Steele #1),Historical Fiction
Hunted (The Grey Gates #3),"Fantasy,Paranormal"
"The Last Battle (Chronicles of Narnia, #7)",Christian
The Wife Between Us,"Suspense,Thriller"
"Good-bye Stacey, Good-bye",Childrens
Obsession (Teddy Fay #6),Thriller
Joy of Cooking,Cookbooks
Promise,Historical Fiction
Kitchen Confidential: Adventures in the Culinary Underbelly,Memoir
Much Ado about Nada,Contemporary
Beyond the Moonlit Sea,"Historical Fiction,Chick Lit"
milk and honey,Poetry
"Delilah Green Doesn&#39;t Care (Bright Falls, #1)",LGBT
The Communist Manifesto,Philosophy
How to Blow Up a Pipeline,"Philosophy,Science"
"Inferno (Robert Langdon, #4)","Suspense,Thriller"
"Legends and Liars (Echoes and Empires, #2)",Young Adult
How to Stay Married: The Most Insane Love Story Ever Told,"Biography,Nonfiction,Self Help,Memoir,Christian,Humor"
The Exhibitionist,"LGBT,Art"
"Teenage Mutant Ninja Turtles: The IDW Collection, Volume 15",Comics
Scout Is Not a Band Kid,Music
Above Ground,Poetry
Love &amp; Resistance,"Contemporary,Young Adult"
The Tale of Peter Rabbit,Childrens
"Guns, Germs, and Steel: The Fates of Human Societies","History,Nonfiction,Science"
"007: For King and Country, #3",Comics
The Remains of the Day,Classics
All the Days of Summer,Chick Lit
Embracing Fate,Sports
"Murder on the Orient Express (Hercule Poirot, #10)","Crime,Mystery"
All Is Not Forgiven,"Fiction,Crime,Thriller,Mystery"
Can&#39;t Hurt Me: Master Your Mind and Defy the Odds,"Psychology,Biography,Business,Philosophy,Sports,Self Help,Memoir"
Contradiction Days: An Artist on the Verge of Motherhood,"Memoir,Nonfiction"
"Intersect (Parallel, #2)",Science Fiction
"Mango and Peppercorns: A Memoir of Food, an Unlikely Family, and the American Dream",Cookbooks
To Have and to Heist,"Fiction,Humor,Romance,Chick Lit"
Holy Bible: New International Version,Religion
"The 6:20 Man (The 6:20 Man, #1)","Crime,Thriller"
夜桜さんちの大作戦 18 [Yozakura-san Chi no Daisakusen 18],Manga
"The Hook Up (Game On, #1)",Sports
The Horoscope Writer,"Crime,Thriller,Horror"
Beyond The Story: 10-Year Record of BTS,"Music,History,Memoir,Nonfiction"
Trois,LGBT
Nectar of the Wicked (Deadly Divine #1),"Fantasy,Paranormal,Romance"
The BFG,Childrens
My Paris Kitchen: Recipes and Stories [A Cookbook],Cookbooks
Baby Proof,Chick Lit
Hunger: A Memoir of (My) Body,Memoir
Accidental Fiancé with the Heartland Cowboy (Heartland Cowboy Christmas #1),Christian
The Spare Room,"Fiction,Thriller,LGBT"
"The Witch Collector (Witch Walker, #1)",Paranormal
The Little Prince,"Classics,Childrens"
Dad Is Fat,Humor
A Crown of Chains,Christian
Daisy Jones &amp; The Six,Fiction
The Miracle of Mindfulness: An Introduction to the Practice of Meditation,Spirituality
"Marzahn, mon amour: Geschichten einer Fußpflegerin",Biography
The Infinite Miles,Science Fiction
"The Notebook (The Notebook, #1)","Romance,Chick Lit"
"Their Perfect Omega (Omega Match, #2)",Music
The Creative Act: A Way of Being,"Music,Spirituality,Psychology,Business,Philosophy,Self Help"
"Try Softer: A Fresh Approach to Move Us out of Anxiety, Stress, and Survival Mode--and into a Life of Connection and Joy",Spirituality
The Red Boat Fish Sauce Cookbook: Beloved Recipes from the Family Behind the Purest Fish Sauce,Cookbooks
"Falling Out of Time (Running Out of Time, 2)",Childrens
The Lincoln Highway,Travel
"The Dry (Aaron Falk, #1)",Crime
The Lucky Shamrock,"Fiction,Contemporary,Romance,Chick Lit"
In the Shadow of the Bull (An Ancient Crete Mystery #1),"Mystery,Historical Fiction"
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Christian
The Detective and the Clergyman: The Adventures of Sherlock Holmes and Father Brown,Crime
Reunion Beach: Stories Inspired by Dorothea Benton Frank,Poetry
"Ghost (Track, #1)",Sports
"Raphael (An Incubus&#39; Mate, #1)",Paranormal
Forget Me Not,Romance
Black Thorn,Crime
"Dune Messiah (Dune, #2)",Science Fiction
The Anomaly,Science Fiction
The Cost of Living: A Working Autobiography,Biography
